CME__Globex__Volume,Commodity_Indicator,Description,ExPit_Volume,Exchange_Name,Future_Option_Indicator,MTD_ADV,OTC_Volume,Open_Interest,Pit_Volume,Product_Description,Total_Volume,trade_date
2091.0,F1U,INTEREST RATES,0.0,Chicago Board of Trade (STATS),F,2091.0,0.0,16517.0,0.0,5 YEAR DELIVERABLE INTEREST RATE SWAP FUTURE,2091.0,20190102
1809.0,WY2,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,1809.0,0.0,2679.0,0.0,WK 2 CALL WEDS 10 YR TREASURY NOTE OPTIONS,1809.0,20190102
1795.0,26,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,1795.0,0.0,127282.0,0.0,2Y NOTE PUT,1795.0,20190102
1765.0,FV1,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,1765.0,0.0,9588.0,0.0,5Y WK1 NOTE PUT,1765.0,20190102
1658.0,US1,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,1658.0,0.0,21836.0,0.0,30Y WK1 BOND PUT,1658.0,20190102
1404.0,N1U,INTEREST RATES,0.0,Chicago Board of Trade (STATS),F,1404.0,0.0,28216.0,0.0,10 YEAR DELIVERABLE INTEREST RATE SWAP FUTURE,1404.0,20190102
1264.0,SON,INTEREST RATES,0.0,Chicago Mercantile Exchange (STATS),F,1264.0,0.0,8473.0,0.0,QUARTERLY IMM SONIA FUTURES,1264.0,20190102
0.0,E4,INTEREST RATES,0.0,Chicago Mercantile Exchange (STATS),O,1200.0,0.0,101480.0,1200.0,4YR MIDCRV CALL,1200.0,20190102
1131.0,WY1,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,1131.0,0.0,0.0,0.0,WK 1 CALL WEDS 10 YR TREASURY NOTE OPTIONS,1131.0,20190102
429.0,LIY,INTEREST RATES,0.0,Chicago Board of Trade (STATS),F,879.0,450.0,76079.0,0.0,10-YEAR ERIS SWAP FUTURES,879.0,20190102
878.0,WB1,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,878.0,0.0,0.0,0.0,WK 1 PUT WEDS 30 YR TREASURY BOND OPTIONS,878.0,20190102
674.0,LIW,INTEREST RATES,0.0,Chicago Board of Trade (STATS),F,674.0,0.0,72903.0,0.0,5-YEAR ERIS SWAP FUTURES,674.0,20190102
456.0,WF1,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,456.0,0.0,0.0,0.0,WK 1 PUT WEDS 5 YR TREASURY NOTE OPTIONS,456.0,20190102
423.0,WB1,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,423.0,0.0,0.0,0.0,WK 1 CALL WEDS 30 YR TREASURY BOND OPTIONS,423.0,20190102
313.0,US3,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,313.0,0.0,308.0,0.0,30Y WK3 BOND CALL,313.0,20190102
305.0,US3,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,305.0,0.0,305.0,0.0,30Y WK3 BOND PUT,305.0,20190102
266.0,FV3,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,266.0,0.0,266.0,0.0,5Y WK3 NOTE CALL,266.0,20190102
223.0,LIC,INTEREST RATES,0.0,Chicago Board of Trade (STATS),F,223.0,0.0,10646.0,0.0,3-YEAR ERIS SWAP FUTURES,223.0,20190102
0.0,E4,INTEREST RATES,0.0,Chicago Mercantile Exchange (STATS),O,200.0,0.0,2703.0,200.0,4YR MIDCRV PUT,200.0,20190102
126.0,WF2,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,126.0,0.0,314.0,0.0,WK 2 CALL WEDS 5 YR TREASURY NOTE OPTIONS,126.0,20190102
124.0,WB2,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,124.0,0.0,172.0,0.0,WK 2 PUT WEDS 30 YR TREASURY BOND OPTIONS,124.0,20190102
101.0,WB2,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,101.0,0.0,257.0,0.0,WK 2 CALL WEDS 30 YR TREASURY BOND OPTIONS,101.0,20190102
50.0,TW2,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,50.0,0.0,50.0,0.0,2Y WK2 NOTE CALL,50.0,20190102
25.0,TW1,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,25.0,0.0,25.0,0.0,2Y WK1 NOTE CALL,25.0,20190102
22.0,UBE,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,22.0,0.0,1109.0,0.0,ULTRA T-BND CALL,22.0,20190102
15.0,FV3,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,15.0,0.0,15.0,0.0,5Y WK3 NOTE PUT,15.0,20190102
3.0,UL1,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,3.0,0.0,3.0,0.0,ULTRA W1 BOND PUT,3.0,20190102
2.0,WF1,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,2.0,0.0,0.0,0.0,WK 1 CALL WEDS 5 YR TREASURY NOTE OPTIONS,2.0,20190102
1.0,UL1,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,1.0,0.0,1.0,0.0,ULTRA W1 BOND CALL,1.0,20190102
0.0,41,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,0.0,0.0,1900.0,0.0,30D FED FD CALL,0.0,20190102
0.0,41,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,0.0,0.0,24.0,0.0,30D FED FD PUT,0.0,20190102
0.0,LIB,INTEREST RATES,0.0,Chicago Board of Trade (STATS),F,0.0,0.0,10002.0,0.0,7-YEAR ERIS SWAP FUTURES,0.0,20190102
0.0,LID,INTEREST RATES,0.0,Chicago Board of Trade (STATS),F,0.0,0.0,5639.0,0.0,4-YEAR ERIS SWAP FUTURES,0.0,20190102
0.0,LIE,INTEREST RATES,0.0,Chicago Board of Trade (STATS),F,0.0,0.0,1342.0,0.0,30-YEAR ERIS SWAP FUTURES,0.0,20190102
0.0,LIL,INTEREST RATES,0.0,Chicago Board of Trade (STATS),F,0.0,0.0,5350.0,0.0,15-YEAR ERIS SWAP FUTURES,0.0,20190102
0.0,LIO,INTEREST RATES,0.0,Chicago Board of Trade (STATS),F,0.0,0.0,136.0,0.0,20-YEAR ERIS SWAP FUTURES,0.0,20190102
0.0,TN,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,0.0,0.0,60.0,0.0,ULTRA 10-YEAR U.S. TNOTE CALL,0.0,20190102
0.0,TW1,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,0.0,0.0,2.0,0.0,2Y WK1 NOTE PUT,0.0,20190102
0.0,WF2,INTEREST RATES,0.0,Chicago Board of Trade (STATS),O,0.0,0.0,314.0,0.0,WK 2 PUT WEDS 5 YR TREASURY NOTE OPTIONS,0.0,20190102
0.0,EM,INTEREST RATES,0.0,Chicago Mercantile Exchange (STATS),F,0.0,0.0,736.0,0.0,1MTH LIBOR FUTURE,0.0,20190102
0.0,MPC,INTEREST RATES,0.0,Chicago Mercantile Exchange (STATS),F,0.0,0.0,779.0,0.0,MPC SONIA FUTURES,0.0,20190102
0.0,TE4,INTEREST RATES,0.0,Chicago Mercantile Exchange (STATS),O,0.0,0.0,2200.0,0.0,EURODOLLAR 9-MONTH MID-CURVE CALL OPTION,0.0,20190102
0.0,TE4,INTEREST RATES,0.0,Chicago Mercantile Exchange (STATS),O,0.0,0.0,22200.0,0.0,EURODOLLAR 9-MONTH MID-CURVE PUT OPTION,0.0,20190102
1969489.0,ES,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,1974053.0,4564.0,2710537.0,0.0,E-MINI S&P 500 FUTURE,1974053.0,20190102
658329.0,NQ,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,660329.0,2000.0,215557.0,0.0,E-MINI NASDAQ 100 FUTURE,660329.0,20190102
316500.0,YM,EQUITY INDEX,0.0,Chicago Board of Trade (STATS),F,316500.0,0.0,75036.0,0.0,MINI $5 DOW FUTURE,316500.0,20190102
162628.0,RTY,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,162628.0,0.0,467746.0,0.0,EMINI RUSSELL 2000 INDEX FUTURES,162628.0,20190102
117870.0,EW3,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,117870.0,0.0,734540.0,0.0,EOW3 MINI S&P PUT,117870.0,20190102
108172.0,EW1,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,108172.0,0.0,249355.0,0.0,EOW1 MINI S&P PUT,108172.0,20190102
84425.0,EW3,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,84425.0,0.0,414340.0,0.0,EOW3 MINI S&P CALL,84425.0,20190102
57603.0,ES,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,57603.0,0.0,916767.0,0.0,E-MINI S&P 500 PUT,57603.0,20190102
51197.0,EW1,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,51197.0,0.0,83158.0,0.0,EOW1 MINI S&P CALL,51197.0,20190102
46755.0,E1C,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,46755.0,0.0,0.0,0.0,E-MINI S&P 500 WEDNESDAY WEEK1 PUT,46755.0,20190102
45112.0,EW,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,45112.0,0.0,375569.0,0.0,EOM EMINI S&P 500 PUT,45112.0,20190102
44360.0,E1C,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,44360.0,0.0,0.0,0.0,E-MINI S&P 500 WEDNESDAY WEEK1 CALL,44360.0,20190102
41560.0,EW2,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,41560.0,0.0,106713.0,0.0,EOW2 MINI S&P PUT,41560.0,20190102
36506.0,ES,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,36506.0,0.0,570537.0,0.0,E-MINI S&P 500 CALL,36506.0,20190102
32358.0,N1,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,32358.0,0.0,63788.0,0.0,NIKKEI (YEN),32358.0,20190102
22617.0,EW4,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,22617.0,0.0,36806.0,0.0,EOW4 MINI S&P PUT,22617.0,20190102
21313.0,EW,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,21313.0,0.0,260017.0,0.0,EOM EMINI S&P 500 CALL,21313.0,20190102
21138.0,EW2,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,21138.0,0.0,46890.0,0.0,EOW2 MINI S&P CALL,21138.0,20190102
0.0,EV1,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,19103.0,0.0,26887.0,19103.0,EOW1 S&P 500 PUT,19103.0,20190102
16637.0,ME,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,16637.0,0.0,70310.0,0.0,E-MINI S&P MIDCAP 400 FUTURE,16637.0,20190102
10961.0,NK,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,10961.0,0.0,20768.0,0.0,NIKKEI ($),10961.0,20190102
0.0,EV3,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,10510.0,0.0,46648.0,10510.0,EOW3 S&P 500 PUT,10510.0,20190102
0.0,EV1,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,10343.0,0.0,15392.0,10343.0,EOW1 S&P 500 CALL,10343.0,20190102
0.0,RRE,EQUITY INDEX,,CME Group OTC (STATS),F,7346.0,7346.0,3762.0,0.0,S&P GSCI ENHANCED ER SWAP,7346.0,20190102
7120.0,E1A,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,7120.0,0.0,14655.0,0.0,E-MINI S&P 500 MONDAY WEEKLY PUT,7120.0,20190102
6571.0,E2C,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,6571.0,0.0,8627.0,0.0,E-MINI S&P 500 WEDNESDAY WEEK2 PUT,6571.0,20190102
4556.0,XAK,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,6271.0,1715.0,9220.0,0.0,E-mini S&P TECH F XAK FUTURE,6271.0,20190102
1841.0,JR,EQUITY INDEX,0.0,Chicago Board of Trade (STATS),F,5942.0,4101.0,34550.0,0.0,US REAL EST F,5942.0,20190102
0.0,S1A,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,5440.0,0.0,5440.0,5440.0,S&P 500 MONDAY WEEKLY PUT,5440.0,20190102
4753.0,E2A,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,4753.0,0.0,6105.0,0.0,E-MINI S&P 500 MONDAY WEEKLY CALL,4753.0,20190102
0.0,EV,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,4365.0,0.0,15579.0,4365.0,EOM S&P 500 PUT,4365.0,20190102
4098.0,E2A,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,4098.0,0.0,6681.0,0.0,E-MINI S&P 500 MONDAY WEEKLY PUT,4098.0,20190102
3765.0,EW4,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,3765.0,0.0,17766.0,0.0,EOW4 MINI S&P CALL,3765.0,20190102
2500.0,XAP,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,3726.0,1226.0,16802.0,0.0,E-mini S&P STAPLES F XAP FUTURE,3726.0,20190102
3077.0,XAI,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,3724.0,647.0,14001.0,0.0,E-mini S&P INDUS F XAI FUTURE,3724.0,20190102
1617.0,XAE,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,3383.0,1766.0,13602.0,0.0,E-mini S&P ENRGY F XAE FUTURE,3383.0,20190102
1000.0,XAV,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,3321.0,2321.0,17317.0,0.0,E-mini S&P HEALTH F XAV FUTURE,3321.0,20190102
3320.0,BTC,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,3320.0,0.0,3958.0,0.0,BITCOIN FUTURES,3320.0,20190102
3308.0,E1A,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,3308.0,0.0,7273.0,0.0,E-MINI S&P 500 MONDAY WEEKLY CALL,3308.0,20190102
2291.0,XAU,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,2968.0,677.0,18135.0,0.0,E-mini S&P UTILITY F XAU FUTURE,2968.0,20190102
2898.0,E2C,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,2898.0,0.0,4540.0,0.0,E-MINI S&P 500 WEDNESDAY WEEK2 CALL,2898.0,20190102
2305.0,70,EQUITY INDEX,0.0,Chicago Board of Trade (STATS),F,2305.0,0.0,33374.0,0.0,BLOOMBERG COMMODITY INDEX FUTURES,2305.0,20190102
1152.0,XAB,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,2095.0,943.0,5482.0,0.0,E-mini S&P MATERL F XAB FUTURE,2095.0,20190102
1517.0,XAF,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,2082.0,565.0,15439.0,0.0,E-mini S&P FIN F XAF FUTURE,2082.0,20190102
102.0,SDA,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,2002.0,1900.0,66332.0,0.0,S&P 500 ANNUAL DIVIDEND INDEX FUT,2002.0,20190102
1723.0,QN3,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,1723.0,0.0,4762.0,0.0,E-MINI NASDAQ 100 WKLY THREE PUT,1723.0,20190102
0.0,EV4,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,1700.0,0.0,1830.0,1700.0,EOW4 S&P 500 PUT,1700.0,20190102
273.0,XAY,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,1384.0,1111.0,4065.0,0.0,E-mini S&P DISCRNY F XAY FUTURE,1384.0,20190102
292.0,SP,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,1346.0,600.0,36367.0,454.0,S&P 500 FUTURES,1346.0,20190102
0.0,GA,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,1192.0,1192.0,59134.0,0.0,S&P GSCI ER INDEX FUTURES,1192.0,20190102
914.0,RSV,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,1164.0,250.0,18865.0,0.0,EMINI RUSSELL 1000 VALUE FUTURE,1164.0,20190102
1139.0,QN3,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,1139.0,0.0,4705.0,0.0,E-MINI NASDAQ 100 WKLY THREE CALL,1139.0,20190102
0.0,EV2,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,1125.0,0.0,2477.0,1125.0,EOW2 S&P 500 CALL,1125.0,20190102
0.0,EV3,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,956.0,0.0,49734.0,956.0,EOW3 S&P 500 CALL,956.0,20190102
0.0,EV2,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,936.0,0.0,2787.0,936.0,EOW2 S&P 500 PUT,936.0,20190102
885.0,NQ,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,885.0,0.0,12540.0,0.0,E-MINI NASDAQ 100 PUT,885.0,20190102
840.0,NQ,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,840.0,0.0,7807.0,0.0,E-MINI NASDAQ 100 CALL,840.0,20190102
0.0,S1C,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,761.0,0.0,0.0,761.0,S&P 500 WEDNESDAY WEEK1 CALL,761.0,20190102
741.0,QN1,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,741.0,0.0,1466.0,0.0,E-MINI NASDAQ 100 WKLY ONE PUT,741.0,20190102
562.0,QN1,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,562.0,0.0,1451.0,0.0,E-MINI NASDAQ 100 WKLY ONE CALL,562.0,20190102
0.0,EV,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,476.0,0.0,13670.0,476.0,EOM S&P 500 CALL,476.0,20190102
441.0,XAR,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,441.0,0.0,1027.0,0.0,REAL ESTATE SELECT SECTOR FUTURES,441.0,20190102
265.0,RS1,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,375.0,110.0,7557.0,0.0,EMINI RUSSELL 1000 INDEX FUTURE,375.0,20190102
0.0,S1C,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,352.0,0.0,0.0,352.0,S&P 500 WEDNESDAY WEEK1 PUT,352.0,20190102
253.0,R3E,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,253.0,0.0,4596.0,0.0,E-MINI RUSSELL WEEK 3 CALL OPT,253.0,20190102
237.0,QN2,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,237.0,0.0,1382.0,0.0,E-MINI NASDAQ 100 WKLY TWO PUT,237.0,20190102
198.0,QNE,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,198.0,0.0,807.0,0.0,E-MINI NASDAQ 100 END OF MONTH PUT,198.0,20190102
181.0,GI,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,181.0,0.0,15263.0,0.0,GSCI FUTURE,181.0,20190102
178.0,YM,EQUITY INDEX,0.0,Chicago Board of Trade (STATS),O,178.0,0.0,3496.0,0.0,MINI $5 DOW PUT,178.0,20190102
171.0,R2E,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,171.0,0.0,412.0,0.0,E-MINI RUSSELL WEEK 2 PUT OPT,171.0,20190102
0.0,SP,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,159.0,0.0,8947.0,159.0,S&P 500 PUT,159.0,20190102
154.0,XAZ,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,154.0,0.0,4823.0,0.0,E-MINI COM SERVICES SELECT SECTOR FUTURE,154.0,20190102
131.0,YM3,EQUITY INDEX,0.0,Chicago Board of Trade (STATS),O,131.0,0.0,496.0,0.0,EOW3 MINI $5 DOW CALL,131.0,20190102
101.0,QNE,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,101.0,0.0,971.0,0.0,E-MINI NASDAQ 100 END OF MONTH CALL,101.0,20190102
98.0,QN2,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,98.0,0.0,508.0,0.0,E-MINI NASDAQ 100 WKLY TWO CALL,98.0,20190102
88.0,R3E,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),O,88.0,0.0,2576.0,0.0,E-MINI RUSSELL WEEK 3 PUT OPT,88.0,20190102
79.0,RSG,EQUITY INDEX,0.0,Chicago Mercantile Exchange (STATS),F,79.0,0.0,2692.0,0.0,EMINI RUSSELL 1000 GROWTH FUTURE,79.0,20190102
